Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,2019-05-18,Kolkata,Banglore,21:25:00,00:05:00,160,0,No info,4804
Jet Airways,2019-05-06,Banglore,Delhi,08:20:00,11:20:00,180,0,No info,7229
Jet Airways,2019-03-21,Banglore,New Delhi,07:00:00,19:10:00,730,1,In-flight meal not included,7832
SpiceJet,2019-03-18,Chennai,Kolkata,09:30:00,12:05:00,155,0,No info,3859
Multiple carriers,2019-06-06,Delhi,Cochin,07:30:00,19:15:00,705,1,No info,9001
Vistara,2019-05-09,Banglore,Delhi,17:00:00,19:35:00,155,0,No info,4878
IndiGo,2019-05-03,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,No info,2754
Vistara,2019-06-27,Banglore,Delhi,07:00:00,09:40:00,160,0,No info,4668
Air Asia,2019-05-12,Kolkata,Banglore,10:20:00,12:55:00,155,0,No info,5216
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,04:25:00,1375,2,In-flight meal not included,10368
IndiGo,2019-03-09,Delhi,Cochin,06:40:00,21:20:00,880,2,No info,8146
Jet Airways,2019-03-27,Delhi,Cochin,13:00:00,04:25:00,925,1,No info,12242
Jet Airways,2019-03-15,Banglore,New Delhi,08:00:00,15:15:00,435,1,In-flight meal not included,9134
Air India,2019-06-06,Delhi,Cochin,13:15:00,09:25:00,1210,2,No info,10939
Air India,2019-06-06,Delhi,Cochin,10:55:00,07:40:00,1245,2,No info,11753
SpiceJet,2019-04-24,Kolkata,Banglore,17:10:00,19:40:00,150,0,No info,4174
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,19:50:00,1430,1,In-flight meal not included,10844
Jet Airways,2019-06-03,Delhi,Cochin,16:00:00,19:00:00,1620,1,No info,14714
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,12:00:00,330,1,In-flight meal not included,9899
IndiGo,2019-03-03,Delhi,Cochin,09:10:00,21:00:00,710,1,No info,14871
IndiGo,2019-03-06,Chennai,Kolkata,13:20:00,15:35:00,135,0,No info,7295
Air India,2019-06-06,Delhi,Cochin,18:45:00,19:15:00,1470,2,No info,13465
SpiceJet,2019-05-21,Chennai,Kolkata,17:45:00,20:05:00,140,0,No check-in baggage included,3543
Multiple carriers,2019-06-27,Delhi,Cochin,19:00:00,01:30:00,390,1,No info,7198
Jet Airways,2019-06-01,Delhi,Cochin,08:00:00,04:25:00,1225,1,In-flight meal not included,10262
IndiGo,2019-03-15,Kolkata,Banglore,15:20:00,17:55:00,155,0,No info,4148
Jet Airways,2019-06-27,Banglore,Delhi,15:15:00,18:10:00,175,0,No info,8016
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,04:25:00,335,1,In-flight meal not included,10262
SpiceJet,2019-06-15,Kolkata,Banglore,14:55:00,17:25:00,150,0,No check-in baggage included,3841
Jet Airways,2019-03-12,Banglore,New Delhi,09:45:00,00:30:00,885,1,No info,11507
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,20:45:00,740,1,No info,14781
Jet Airways,2019-05-27,Delhi,Cochin,17:30:00,19:00:00,1530,1,No info,16079
Jet Airways,2019-05-27,Delhi,Cochin,22:50:00,04:25:00,335,1,In-flight meal not included,12898
Multiple carriers,2019-03-06,Delhi,Cochin,07:30:00,19:15:00,705,1,No info,15353
IndiGo,2019-03-24,Banglore,New Delhi,18:25:00,21:20:00,175,0,No info,7303
SpiceJet,2019-03-24,Kolkata,Banglore,15:05:00,20:45:00,340,1,No info,6197
Air India,2019-06-09,Kolkata,Banglore,09:10:00,13:15:00,245,1,No info,8996
IndiGo,2019-03-21,Delhi,Cochin,14:20:00,22:20:00,480,1,No info,6528
GoAir,2019-04-09,Banglore,Delhi,20:55:00,23:40:00,165,0,No info,4239
IndiGo,2019-03-12,Kolkata,Banglore,20:25:00,23:05:00,160,0,No info,4148
SpiceJet,2019-05-24,Banglore,Delhi,21:10:00,00:05:00,175,0,No info,3971
Air Asia,2019-05-06,Kolkata,Banglore,07:35:00,23:30:00,955,1,No info,5192
Jet Airways,2019-04-09,Delhi,Cochin,13:25:00,12:35:00,1390,2,No info,9483
Jet Airways,2019-06-03,Delhi,Cochin,11:40:00,19:00:00,440,2,No info,18804
Air India,2019-06-18,Delhi,Cochin,05:10:00,08:00:00,170,0,No info,5201
Jet Airways,2019-05-27,Delhi,Cochin,11:30:00,19:00:00,450,1,No info,16079
Jet Airways,2019-06-15,Banglore,Delhi,19:50:00,22:50:00,180,0,In-flight meal not included,7229
Multiple carriers,2019-05-27,Delhi,Cochin,17:45:00,01:30:00,465,1,No info,6795
Jet Airways,2019-05-09,Kolkata,Banglore,09:35:00,10:55:00,1520,1,No info,10953
Multiple carriers,2019-06-24,Delhi,Cochin,15:05:00,01:30:00,625,2,No info,15965
Air India,2019-04-09,Delhi,Cochin,12:55:00,19:15:00,1820,2,No info,9968
IndiGo,2019-06-06,Kolkata,Banglore,22:15:00,00:50:00,155,0,No info,4804
Jet Airways,2019-05-27,Delhi,Cochin,10:00:00,19:00:00,540,1,No info,16079
Jet Airways,2019-06-12,Delhi,Cochin,21:25:00,12:35:00,910,2,In-flight meal not included,11507
Air India,2019-06-09,Kolkata,Banglore,09:25:00,13:45:00,1700,2,No info,11542
Jet Airways,2019-04-24,Banglore,Delhi,17:45:00,20:45:00,180,0,No info,7229
Jet Airways,2019-04-27,Banglore,Delhi,06:00:00,08:45:00,165,0,In-flight meal not included,4544
IndiGo,2019-05-15,Delhi,Cochin,05:10:00,10:05:00,295,1,No info,6496
IndiGo,2019-06-15,Kolkata,Banglore,21:25:00,00:05:00,160,0,No info,4804
Air India,2019-03-01,Banglore,New Delhi,11:05:00,09:15:00,1330,1,No info,13439
Jet Airways,2019-03-27,Delhi,Cochin,18:15:00,04:25:00,610,1,In-flight meal not included,6540
IndiGo,2019-06-01,Banglore,Delhi,23:30:00,02:20:00,170,0,No info,4591
IndiGo,2019-03-18,Banglore,New Delhi,16:15:00,20:35:00,260,1,No info,4437
Air Asia,2019-03-21,Delhi,Cochin,20:10:00,07:10:00,660,1,No info,6151
Jet Airways,2019-06-21,Banglore,Delhi,17:45:00,20:45:00,180,0,In-flight meal not included,7754
Jet Airways,2019-06-24,Delhi,Cochin,14:00:00,12:35:00,1355,1,In-flight meal not included,10262
Jet Airways,2019-06-09,Banglore,Delhi,18:55:00,22:00:00,185,0,No info,8016
SpiceJet,2019-03-24,Kolkata,Banglore,06:55:00,09:35:00,160,0,No check-in baggage included,4781
Vistara,2019-06-27,Banglore,Delhi,11:30:00,14:20:00,170,0,No info,4668
Air India,2019-03-06,Banglore,New Delhi,11:50:00,08:55:00,1265,1,No info,14594
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,04:45:00,710,1,No info,14231
Air India,2019-05-15,Delhi,Cochin,05:15:00,06:50:00,1535,1,No info,8425
Multiple carriers,2019-06-12,Delhi,Cochin,07:05:00,22:30:00,925,1,No info,9646
IndiGo,2019-03-03,Chennai,Kolkata,14:40:00,17:05:00,145,0,No info,7295
Air Asia,2019-04-09,Kolkata,Banglore,06:50:00,10:30:00,220,1,No info,5162
IndiGo,2019-03-09,Banglore,New Delhi,18:25:00,21:20:00,175,0,No info,6860
Vistara,2019-04-15,Delhi,Cochin,06:00:00,09:10:00,190,0,No info,6216
Air Asia,2019-05-24,Kolkata,Banglore,07:35:00,19:25:00,710,1,No info,5192
IndiGo,2019-04-09,Banglore,Delhi,20:00:00,22:50:00,170,0,No info,4823
SpiceJet,2019-04-03,Banglore,Delhi,09:30:00,12:20:00,170,0,No check-in baggage included,3919
IndiGo,2019-06-03,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No info,2754
Multiple carriers,2019-05-09,Delhi,Cochin,07:30:00,19:00:00,690,1,No info,9315
Multiple carriers,2019-03-27,Delhi,Cochin,10:00:00,18:50:00,530,1,No info,11667
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,04:40:00,1215,1,In-flight meal not included,6224
Air India,2019-03-24,Kolkata,Banglore,09:25:00,05:35:00,1210,2,No info,13349
Jet Airways,2019-03-18,Banglore,New Delhi,16:55:00,09:00:00,965,1,In-flight meal not included,11087
Multiple carriers,2019-03-06,Delhi,Cochin,13:00:00,01:35:00,755,1,No info,15603
Jet Airways,2019-05-09,Delhi,Cochin,19:30:00,12:35:00,1025,2,No info,15129
IndiGo,2019-04-09,Banglore,Delhi,16:55:00,19:55:00,180,0,No info,4823
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,22:40:00,930,1,No info,8452
Multiple carriers,2019-06-06,Delhi,Cochin,07:30:00,19:00:00,690,1,No info,12524
SpiceJet,2019-03-27,Chennai,Kolkata,17:45:00,20:05:00,140,0,No info,3384
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,19:00:00,1425,1,In-flight meal not included,10262
SpiceJet,2019-06-18,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,No check-in baggage included,1965
IndiGo,2019-05-18,Kolkata,Banglore,22:15:00,00:50:00,155,0,No info,4804
Jet Airways,2019-05-27,Delhi,Cochin,18:15:00,19:00:00,1485,1,No info,16079
Jet Airways,2019-06-01,Delhi,Cochin,21:25:00,19:00:00,1295,2,No info,13292
Air Asia,2019-05-09,Delhi,Cochin,07:55:00,13:25:00,330,1,No info,6751
Air India,2019-05-15,Delhi,Cochin,07:00:00,19:15:00,735,1,No info,8669
IndiGo,2019-03-03,Delhi,Cochin,17:30:00,01:35:00,485,1,No info,14871
Jet Airways,2019-05-21,Delhi,Cochin,14:00:00,19:00:00,300,1,In-flight meal not included,12898
SpiceJet,2019-06-06,Banglore,Delhi,09:30:00,12:20:00,170,0,No check-in baggage included,3919
Multiple carriers,2019-03-01,Delhi,Cochin,12:50:00,19:15:00,385,1,No info,36983
IndiGo,2019-06-03,Chennai,Kolkata,19:35:00,21:55:00,140,0,No info,3597
Air India,2019-03-09,Banglore,New Delhi,17:00:00,19:45:00,165,0,No info,10741
Air India,2019-06-06,Kolkata,Banglore,16:50:00,05:35:00,765,2,No info,11432
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,10:45:00,950,1,In-flight meal not included,11087
Jet Airways,2019-06-03,Delhi,Cochin,09:35:00,12:35:00,1620,2,No info,13292
Air India,2019-06-15,Delhi,Cochin,05:15:00,07:40:00,1585,3,No info,10493
GoAir,2019-03-09,Banglore,New Delhi,07:45:00,10:40:00,175,0,No info,7631
Air India,2019-06-06,Delhi,Cochin,06:50:00,07:40:00,1490,2,No info,13381
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,04:40:00,520,1,No info,13731
Air India,2019-05-21,Delhi,Cochin,05:55:00,07:40:00,1545,2,No info,11911
IndiGo,2019-04-18,Banglore,Delhi,23:30:00,02:20:00,170,0,No info,4591
Multiple carriers,2019-06-03,Delhi,Cochin,13:00:00,19:15:00,375,1,No info,14848
Multiple carriers,2019-06-12,Delhi,Cochin,08:45:00,19:15:00,630,1,No info,8266
Air India,2019-05-18,Delhi,Cochin,17:15:00,19:15:00,1560,2,No info,12392
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,12:00:00,1025,1,No info,13044
Jet Airways,2019-05-21,Delhi,Cochin,07:05:00,04:25:00,1280,1,In-flight meal not included,12898
Jet Airways,2019-03-21,Delhi,Cochin,22:50:00,04:25:00,335,1,No info,12242
IndiGo,2019-05-18,Banglore,Delhi,10:10:00,13:00:00,170,0,No info,3943
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,22:10:00,1550,1,No info,11105
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,09:20:00,730,1,No info,14388
Jet Airways,2019-05-18,Delhi,Cochin,19:30:00,12:35:00,1025,2,No info,13014
Multiple carriers,2019-03-06,Delhi,Cochin,10:20:00,18:50:00,510,1,No info,15411
Jet Airways,2019-03-09,Delhi,Cochin,19:45:00,18:50:00,1385,1,No info,16289
IndiGo,2019-05-15,Delhi,Cochin,06:50:00,16:10:00,560,1,No info,6442
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,16:20:00,475,1,In-flight meal not included,10844
Jet Airways,2019-05-18,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,No info,5678
IndiGo,2019-04-12,Banglore,Delhi,23:30:00,02:20:00,170,0,No info,6906
SpiceJet,2019-05-21,Chennai,Kolkata,09:45:00,12:00:00,135,0,No check-in baggage included,3543
Jet Airways,2019-06-06,Delhi,Cochin,09:00:00,19:00:00,600,1,No info,14714
Vistara,2019-03-03,Banglore,New Delhi,16:00:00,18:35:00,155,0,No info,11793
Multiple carriers,2019-05-15,Delhi,Cochin,11:30:00,19:15:00,465,1,No info,14323
SpiceJet,2019-04-09,Banglore,Delhi,21:10:00,00:05:00,175,0,No info,3971
Vistara,2019-05-06,Kolkata,Banglore,20:20:00,22:40:00,1580,1,No info,8452
Vistara,2019-04-12,Banglore,Delhi,07:00:00,09:40:00,160,0,No info,5403
Multiple carriers,2019-05-09,Delhi,Cochin,10:00:00,21:00:00,660,1,No info,13727
Air India,2019-04-01,Kolkata,Banglore,10:00:00,05:25:00,1165,2,No info,12639
Jet Airways,2019-04-18,Banglore,Delhi,15:15:00,18:10:00,175,0,In-flight meal not included,5198
Vistara,2019-06-01,Banglore,Delhi,19:30:00,22:15:00,165,0,No info,4878
Jet Airways,2019-05-18,Delhi,Cochin,19:45:00,19:00:00,1395,1,In-flight meal not included,12373
Multiple carriers,2019-03-03,Delhi,Cochin,07:10:00,16:10:00,540,1,In-flight meal not included,8552
Vistara,2019-04-21,Delhi,Cochin,14:40:00,17:50:00,190,0,No info,6741
Multiple carriers,2019-04-09,Delhi,Cochin,12:50:00,19:15:00,385,1,No info,6481
Multiple carriers,2019-06-06,Delhi,Cochin,10:35:00,19:15:00,520,1,No info,7354
Air India,2019-04-21,Banglore,Delhi,21:05:00,23:55:00,170,0,No info,5228
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,20:45:00,740,1,In-flight meal not included,10844
IndiGo,2019-05-18,Delhi,Cochin,06:50:00,12:10:00,320,1,No info,6347
Air India,2019-03-15,Banglore,New Delhi,08:15:00,12:15:00,240,1,No info,5013
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,04:40:00,585,1,In-flight meal not included,9663
IndiGo,2019-04-06,Banglore,Delhi,18:25:00,21:20:00,175,0,No info,4823
Air India,2019-06-24,Delhi,Cochin,16:55:00,19:15:00,1580,2,No info,13381
SpiceJet,2019-06-01,Chennai,Kolkata,09:45:00,12:00:00,135,0,No check-in baggage included,3543
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,04:40:00,585,1,In-flight meal not included,9663
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,19:50:00,1495,1,In-flight meal not included,7064
Jet Airways,2019-06-09,Delhi,Cochin,07:05:00,19:00:00,715,1,In-flight meal not included,10262
Air India,2019-06-01,Delhi,Cochin,10:55:00,19:15:00,500,2,No info,13013
Jet Airways,2019-06-27,Delhi,Cochin,19:10:00,12:35:00,1045,2,No info,15339
GoAir,2019-04-18,Banglore,Delhi,11:40:00,14:30:00,170,0,No info,4937
IndiGo,2019-06-06,Delhi,Cochin,05:05:00,12:10:00,425,1,No info,6818
Air India,2019-05-18,Delhi,Cochin,22:00:00,19:15:00,1275,2,No info,10441
Jet Airways,2019-04-03,Delhi,Cochin,14:00:00,19:00:00,300,1,In-flight meal not included,5177
IndiGo,2019-06-27,Chennai,Kolkata,11:35:00,14:00:00,145,0,No info,3858
IndiGo,2019-05-18,Kolkata,Banglore,21:00:00,02:15:00,315,1,No info,6534
Multiple carriers,2019-06-15,Delhi,Cochin,10:20:00,01:30:00,910,1,No info,6795
Multiple carriers,2019-06-03,Delhi,Cochin,07:30:00,19:15:00,705,1,No info,9736
Jet Airways,2019-05-01,Banglore,Delhi,19:50:00,22:50:00,180,0,No info,7229
SpiceJet,2019-04-24,Delhi,Cochin,17:55:00,22:50:00,295,1,No info,4957
IndiGo,2019-03-09,Banglore,New Delhi,06:00:00,08:45:00,165,0,No info,7648
SpiceJet,2019-06-15,Kolkata,Banglore,14:55:00,17:25:00,150,0,No info,3873
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,04:40:00,585,1,No info,14388
IndiGo,2019-03-06,Kolkata,Banglore,17:15:00,19:55:00,160,0,No info,5618
Multiple carriers,2019-06-09,Delhi,Cochin,19:00:00,01:30:00,390,1,No info,7408
Air Asia,2019-03-03,Delhi,Cochin,16:45:00,22:15:00,330,1,No info,13774
Vistara,2019-05-03,Banglore,Delhi,07:00:00,09:40:00,160,0,No info,4668
Jet Airways,2019-03-21,Delhi,Cochin,18:20:00,04:25:00,2045,2,No info,13082
Air India,2019-06-03,Delhi,Cochin,03:50:00,19:15:00,925,1,No info,8669
IndiGo,2019-06-24,Delhi,Cochin,16:00:00,01:30:00,570,1,No info,6316
Jet Airways,2019-03-06,Delhi,Cochin,22:20:00,04:25:00,365,1,In-flight meal not included,12583
Vistara,2019-03-09,Banglore,New Delhi,16:10:00,18:50:00,160,0,No info,7923
GoAir,2019-03-03,Delhi,Cochin,07:00:00,12:50:00,350,1,No info,7378
Vistara,2019-06-03,Banglore,Delhi,19:30:00,22:15:00,165,0,No info,4878
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,19:50:00,1640,1,In-flight meal not included,10844
Jet Airways,2019-04-03,Banglore,Delhi,08:20:00,11:20:00,180,0,No info,7229
SpiceJet,2019-05-21,Delhi,Cochin,06:05:00,11:20:00,315,1,No info,6297
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,12:00:00,960,1,In-flight meal not included,8529
Multiple carriers,2019-05-18,Delhi,Cochin,14:00:00,21:00:00,420,1,No info,13727
SpiceJet,2019-05-24,Kolkata,Banglore,08:35:00,17:15:00,520,1,No info,6643
Multiple carriers,2019-05-09,Delhi,Cochin,10:00:00,19:00:00,540,1,No info,10197
SpiceJet,2019-04-21,Kolkata,Banglore,22:20:00,00:40:00,140,0,No info,4911
IndiGo,2019-03-06,Chennai,Kolkata,05:15:00,07:35:00,140,0,No info,6482
Jet Airways,2019-03-01,Banglore,New Delhi,08:55:00,15:15:00,380,1,No info,26890
IndiGo,2019-05-18,Kolkata,Banglore,19:20:00,23:45:00,265,1,No info,3717
IndiGo,2019-06-01,Chennai,Kolkata,13:15:00,15:35:00,140,0,No info,3597
Air India,2019-03-18,Banglore,New Delhi,11:05:00,22:10:00,665,2,No info,10846
Air India,2019-03-01,Banglore,New Delhi,05:50:00,22:45:00,1015,1,No info,14069
Jet Airways,2019-04-01,Delhi,Cochin,22:50:00,12:35:00,825,1,In-flight meal not included,5177
Air India,2019-03-06,Delhi,Cochin,05:55:00,07:40:00,1545,2,No info,14641
IndiGo,2019-06-06,Delhi,Cochin,08:35:00,22:30:00,835,1,No info,6442
Air India,2019-03-21,Delhi,Cochin,17:45:00,23:00:00,315,1,No info,5704
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,09:20:00,1155,1,In-flight meal not included,9663
Jet Airways,2019-06-06,Delhi,Cochin,20:55:00,04:25:00,450,1,No info,14714
Jet Airways,2019-04-01,Delhi,Cochin,10:00:00,19:00:00,540,1,In-flight meal not included,5406
Vistara,2019-05-15,Kolkata,Banglore,20:20:00,20:20:00,1440,1,No info,8610
Jet Airways,2019-06-12,Delhi,Cochin,18:25:00,12:35:00,1090,2,No info,14237
IndiGo,2019-06-09,Banglore,Delhi,07:10:00,10:05:00,175,0,No info,4823
IndiGo,2019-03-27,Mumbai,Hyderabad,20:05:00,21:35:00,90,0,No info,2227
Jet Airways,2019-05-18,Delhi,Cochin,07:05:00,04:25:00,1280,1,In-flight meal not included,12373
Air India,2019-06-06,Delhi,Cochin,13:00:00,19:15:00,375,1,No info,8372
Jet Airways,2019-03-03,Delhi,Cochin,13:55:00,04:25:00,870,1,No info,17024
Air India,2019-05-27,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No info,3100
Jet Airways,2019-03-09,Delhi,Cochin,06:50:00,19:45:00,775,1,In-flight meal not included,14053
IndiGo,2019-05-09,Chennai,Kolkata,05:15:00,07:40:00,145,0,No info,3540
Vistara,2019-05-21,Kolkata,Banglore,20:20:00,18:50:00,1350,1,No info,9345
Jet Airways,2019-06-01,Delhi,Cochin,05:30:00,04:25:00,1375,2,In-flight meal not included,10368
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,12:25:00,325,1,No info,26890
SpiceJet,2019-03-09,Mumbai,Hyderabad,08:50:00,10:15:00,85,0,No info,5755
Jet Airways,2019-03-21,Banglore,New Delhi,08:55:00,16:10:00,435,1,In-flight meal not included,7832
Jet Airways,2019-05-06,Kolkata,Banglore,08:25:00,20:45:00,740,1,No info,14388
Air India,2019-06-27,Delhi,Cochin,13:15:00,09:25:00,1210,2,No info,8839
Air India,2019-03-03,Delhi,Cochin,22:00:00,19:15:00,1275,2,No info,22096
Vistara,2019-05-27,Chennai,Kolkata,07:05:00,09:20:00,135,0,No info,3687
Multiple carriers,2019-05-15,Delhi,Cochin,08:30:00,19:00:00,630,1,No info,9627
Multiple carriers,2019-03-21,Delhi,Cochin,11:30:00,01:35:00,845,1,No info,13542
IndiGo,2019-04-27,Banglore,Delhi,04:00:00,06:50:00,170,0,No info,4423
IndiGo,2019-03-03,Delhi,Cochin,04:55:00,21:20:00,985,2,No info,8899
SpiceJet,2019-04-21,Delhi,Cochin,06:05:00,11:20:00,315,1,No info,5583
Air Asia,2019-05-27,Delhi,Cochin,16:45:00,06:35:00,830,1,No info,6752
SpiceJet,2019-05-21,Chennai,Kolkata,08:20:00,10:35:00,135,0,No check-in baggage included,3543
Jet Airways,2019-03-21,Banglore,New Delhi,08:00:00,15:15:00,435,1,In-flight meal not included,7832
Air India,2019-05-01,Kolkata,Banglore,05:50:00,08:55:00,1625,2,No info,10991
Jet Airways,2019-05-27,Delhi,Cochin,09:00:00,12:35:00,1655,1,In-flight meal not included,12898
Jet Airways,2019-05-27,Delhi,Cochin,14:00:00,19:00:00,300,1,In-flight meal not included,12898
GoAir,2019-05-24,Banglore,Delhi,11:40:00,14:30:00,170,0,No info,3398
Air India,2019-04-24,Delhi,Cochin,05:10:00,08:00:00,170,0,No info,5201
Air India,2019-05-06,Kolkata,Banglore,10:00:00,01:20:00,920,2,No info,13873
Air India,2019-06-15,Delhi,Cochin,17:40:00,23:00:00,320,1,No info,7384
Jet Airways,2019-06-06,Delhi,Cochin,18:15:00,04:25:00,610,1,In-flight meal not included,10262
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,12:00:00,1655,1,In-flight meal not included,10031
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,19:10:00,575,1,In-flight meal not included,12384
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,18:15:00,1690,1,In-flight meal not included,7757
Jet Airways,2019-03-06,Banglore,New Delhi,21:25:00,11:25:00,840,1,No info,17261
SpiceJet,2019-03-01,Chennai,Kolkata,09:30:00,12:05:00,155,0,No info,7298
Jet Airways,2019-04-06,Banglore,Delhi,15:15:00,18:10:00,175,0,No info,7229
IndiGo,2019-04-01,Kolkata,Banglore,04:40:00,07:15:00,155,0,No info,4174
IndiGo,2019-05-18,Kolkata,Banglore,17:35:00,22:15:00,280,1,No info,5699
Air India,2019-04-24,Kolkata,Banglore,14:15:00,16:45:00,150,0,No info,4880
Air India,2019-03-06,Delhi,Cochin,08:00:00,19:15:00,675,1,No info,15284
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,16:20:00,475,1,No info,13759
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,18:45:00,530,1,No info,16092
IndiGo,2019-03-09,Mumbai,Hyderabad,06:20:00,07:45:00,85,0,No info,4392
Jet Airways,2019-06-24,Delhi,Cochin,20:55:00,12:35:00,940,1,In-flight meal not included,10262
SpiceJet,2019-06-12,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
GoAir,2019-06-01,Banglore,Delhi,07:45:00,10:40:00,175,0,No info,5048
Air India,2019-05-21,Kolkata,Banglore,07:00:00,20:25:00,805,1,No info,11096
IndiGo,2019-04-24,Delhi,Cochin,07:35:00,12:10:00,275,1,No info,5073
Jet Airways,2019-03-03,Delhi,Cochin,09:55:00,04:25:00,1110,1,No info,19828
Vistara,2019-03-21,Chennai,Kolkata,07:05:00,09:20:00,135,0,No info,3739
Air India,2019-03-09,Delhi,Cochin,05:00:00,19:15:00,2295,2,No info,10598
Jet Airways,2019-06-15,Banglore,Delhi,18:55:00,22:00:00,185,0,In-flight meal not included,7229
Vistara,2019-04-01,Kolkata,Banglore,17:00:00,18:50:00,1550,1,No info,8610
Vistara,2019-05-09,Delhi,Cochin,14:40:00,17:50:00,190,0,No info,6216
Air India,2019-06-09,Banglore,Delhi,13:20:00,16:10:00,170,0,No info,6961
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,21:05:00,690,1,In-flight meal not included,10703
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,23:35:00,395,1,No info,14151
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,10:05:00,1655,1,In-flight meal not included,8586
IndiGo,2019-04-12,Kolkata,Banglore,20:20:00,22:55:00,155,0,No info,4488
Multiple carriers,2019-06-15,Delhi,Cochin,18:00:00,01:30:00,450,1,No info,7408
Jet Airways,2019-04-18,Delhi,Cochin,11:00:00,14:15:00,195,0,In-flight meal not included,5443
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,19:10:00,575,1,In-flight meal not included,10539
Multiple carriers,2019-06-01,Delhi,Cochin,13:00:00,01:30:00,750,1,No info,7723
Multiple carriers,2019-03-06,Delhi,Cochin,07:30:00,18:50:00,680,1,No info,15411
Jet Airways,2019-05-21,Banglore,Delhi,07:10:00,10:10:00,180,0,No info,7229
IndiGo,2019-06-21,Kolkata,Banglore,20:20:00,22:55:00,155,0,No info,4804
Jet Airways,2019-03-03,Mumbai,Hyderabad,02:55:00,04:25:00,90,0,In-flight meal not included,4050
